pokedex_number,name,japanese_name,type1,type2,classfication,height_m,weight_kg,generation,is_legendary,attack,defense,hp,speed,sp_attack,sp_defense,base_total,capture_rate,experience_growth,percentage_male,base_happiness,base_egg_steps,against_bug,against_dark,against_dragon,against_electric,against_fairy,against_fight,against_fire,against_flying,against_ghost,against_grass,against_ground,against_ice,against_normal,against_poison,against_psychic,against_rock,against_steel,against_water
471,Glaceon,Glaciaグレイシア,ice,NA,Fresh Snow Pokémon,0.8,25.9,4,0,60,110,65,65,130,95,525,45,1000000,88.1,35,8960,1,1,1,1,1,2,2,1,1,1,1,0.5,1,1,1,2,2,1
472,Gliscor,Glionグライオン,ground,flying,Fang Scorp Pokémon,2,42.5,4,0,95,125,75,95,45,75,510,30,1059860,50,70,5120,0.5,1,1,0,1,0.5,1,1,1,1,0,4,1,0.5,1,1,1,2
473,Mamoswine,Mammooマンムー,ice,ground,Twin Tusk Pokémon,2.5,291,4,0,130,80,110,80,70,60,530,50,1250000,50,70,5120,1,1,1,0,1,2,2,1,1,2,1,1,1,0.5,1,1,2,2
474,Porygon-Z,Porygon-zポリゴンＺ,normal,NA,Virtual Pokémon,0.9,34,4,0,80,70,85,90,135,75,535,30,1000000,NA,70,5120,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1
475,Gallade,Erureidoエルレイド,psychic,fighting,Blade Pokémon,1.6,52,4,0,165,95,68,110,65,115,618,45,1250000,100,35,5120,1,1,1,1,2,0.5,1,2,2,1,1,1,1,1,1,0.5,1,1
476,Probopass,Dainoseダイノーズ,rock,steel,Compass Pokémon,1.4,340,4,0,55,145,60,40,75,150,525,60,1000000,50,70,5120,0.5,1,0.5,1,0.5,4,1,0.25,1,1,4,0.5,0.25,0,0.5,0.5,1,2
477,Dusknoir,Yonoirヨノワール,ghost,NA,Gripper Pokémon,2.2,106.6,4,0,100,135,45,45,65,135,525,45,800000,50,35,6400,0.5,2,1,1,1,0,1,1,2,1,1,1,0,0.5,1,1,1,1
478,Froslass,Yukimenokoユキメノコ,ice,ghost,Snow Land Pokémon,1.3,26.6,4,0,80,70,70,110,80,70,480,75,1000000,0,70,5120,0.5,2,1,1,1,0,2,1,2,1,1,0.5,0,0.5,1,2,2,1
479,Rotom,Rotomロトム,electric,ghost,Plasma Pokémon,0.3,0.3,4,0,65,107,50,86,105,107,520,45,1000000,NA,70,5120,0.5,2,1,0.5,1,0,1,0.5,2,1,2,1,0,0.5,1,1,0.5,1
480,Uxie,Yuxieユクシー,psychic,NA,Knowledge Pokémon,0.3,0.3,4,1,75,130,75,95,75,130,580,3,1250000,NA,140,20480,2,2,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,1,1
481,Mesprit,Emritエムリット,psychic,NA,Emotion Pokémon,0.3,0.3,4,1,105,105,80,80,105,105,580,3,1250000,NA,140,20480,2,2,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,1,1
482,Azelf,Agnomeアグノム,psychic,NA,Willpower Pokémon,0.3,0.3,4,1,125,70,75,115,125,70,580,3,1250000,NA,140,20480,2,2,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,1,1
483,Dialga,Dialgaディアルガ,steel,dragon,Temporal Pokémon,5.4,683,4,1,120,120,100,90,150,100,680,3,1250000,NA,0,30720,0.5,1,1,0.5,1,2,1,0.5,1,0.25,2,1,0.5,0,0.5,0.5,0.5,0.5
484,Palkia,Palkiaパルキア,water,dragon,Spatial Pokémon,4.2,336,4,1,120,100,90,100,150,120,680,3,1250000,NA,0,30720,1,1,2,1,2,1,0.25,1,1,1,1,1,1,1,1,1,0.5,0.25
485,Heatran,Heatranヒードラン,fire,steel,Lava Dome Pokémon,1.7,430,4,1,90,106,91,77,130,106,600,3,1250000,50,100,2560,0.25,1,0.5,1,0.25,2,1,0.5,1,0.25,4,0.25,0.5,0,0.5,1,0.25,2
486,Regigigas,Regigigasレジギガス,normal,NA,Colossal Pokémon,3.7,420,4,1,160,110,110,100,80,110,670,3,1250000,NA,0,30720,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1
487,Giratina,Giratina (another Forme)ギラティナ,ghost,dragon,Renegade Pokémon,4.5,750,4,1,120,100,150,90,120,100,680,3,1250000,NA,0,30720,0.5,2,2,0.5,2,0,0.5,1,2,0.5,1,2,0,0.5,1,1,1,0.5
488,Cresselia,Cresseliaクレセリア,psychic,NA,Lunar Pokémon,1.5,85.6,4,1,70,120,120,85,75,130,600,3,1250000,0,100,30720,2,2,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,1,1
489,Phione,Phioneフィオネ,water,NA,Sea Drifter Pokémon,0.4,3.1,4,0,80,80,80,80,80,80,480,30,1250000,NA,70,10240,1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5
490,Manaphy,Manaphyマナフィ,water,NA,Seafaring Pokémon,0.3,1.4,4,1,100,100,100,100,100,100,600,3,1250000,NA,70,2560,1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5
491,Darkrai,Darkraiダークライ,dark,NA,Pitch-Black Pokémon,1.5,50.5,4,1,90,90,70,125,135,90,600,3,1250000,NA,0,30720,2,0.5,1,1,2,2,1,1,0.5,1,1,1,1,1,0,1,1,1
492,Shaymin,Shaymin (sky Forme)シェイミ,grass,grass,Gratitude Pokémon,0.2,2.1,4,1,103,75,100,127,120,75,600,45,1059860,NA,100,30720,2,1,1,0.5,1,1,2,2,1,0.5,0.5,2,1,2,1,1,1,0.5
493,Arceus,Arceusアルセウス,normal,NA,Alpha Pokémon,3.2,320,4,1,120,120,120,120,120,120,720,3,1250000,NA,0,30720,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1
494,Victini,Victiniビクティニ,psychic,fire,Victory Pokémon,0.4,4,5,1,100,100,100,100,100,100,600,3,1250000,NA,100,30720,1,2,1,1,0.5,0.5,0.5,1,2,0.5,2,0.5,1,1,0.5,2,0.5,2
495,Snivy,Tsutarjaツタージャ,grass,NA,Grass Snake Pokémon,0.6,8.1,5,0,45,55,45,63,45,55,308,45,1059860,88.1,70,5120,2,1,1,0.5,1,1,2,2,1,0.5,0.5,2,1,2,1,1,1,0.5
496,Servine,Janovyジャノビー,grass,NA,Grass Snake Pokémon,0.8,16,5,0,60,75,60,83,60,75,413,45,1059860,88.1,70,5120,2,1,1,0.5,1,1,2,2,1,0.5,0.5,2,1,2,1,1,1,0.5
497,Serperior,Jalordaジャローダ,grass,NA,Regal Pokémon,3.3,63,5,0,75,95,75,113,75,95,528,45,1059860,88.1,70,5120,2,1,1,0.5,1,1,2,2,1,0.5,0.5,2,1,2,1,1,1,0.5
498,Tepig,Pokabuポカブ,fire,NA,Fire Pig Pokémon,0.5,9.9,5,0,63,45,65,45,45,45,308,45,1059860,88.1,70,5120,0.5,1,1,1,0.5,1,0.5,1,1,0.5,2,0.5,1,1,1,2,0.5,2
499,Pignite,Chaobooチャオブー,fire,fighting,Fire Pig Pokémon,1,55.5,5,0,93,55,90,55,70,55,418,45,1059860,88.1,70,5120,0.25,0.5,1,1,1,1,0.5,2,1,0.5,2,0.5,1,1,2,1,0.5,2
500,Emboar,Enbuohエンブオー,fire,fighting,Mega Fire Pig Pokémon,1.6,150,5,0,123,65,110,65,100,65,528,45,1059860,88.1,70,5120,0.25,0.5,1,1,1,1,0.5,2,1,0.5,2,0.5,1,1,2,1,0.5,2
501,Oshawott,Mijumaruミジュマル,water,NA,Sea Otter Pokémon,0.5,5.9,5,0,55,45,55,45,63,45,308,45,1059860,88.1,70,5120,1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5
502,Dewott,Futachimaruフタチマル,water,NA,Discipline Pokémon,0.8,24.5,5,0,75,60,75,60,83,60,413,45,1059860,88.1,70,5120,1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5
503,Samurott,Daikenkiダイケンキ,water,NA,Formidable Pokémon,1.5,94.6,5,0,100,85,95,70,108,70,528,45,1059860,88.1,70,5120,1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5
504,Patrat,Minezumiミネズミ,normal,NA,Scout Pokémon,0.5,11.6,5,0,55,39,45,42,35,39,255,255,1000000,50,70,3840,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1
505,Watchog,Miruhogミルホッグ,normal,NA,Lookout Pokémon,1.1,27,5,0,85,69,60,77,60,69,420,255,1000000,50,70,5120,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1
506,Lillipup,Yorterrieヨーテリー,normal,NA,Puppy Pokémon,0.4,4.1,5,0,60,45,45,55,25,45,275,255,1059860,50,70,3840,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1
507,Herdier,Herderrieハーデリア,normal,NA,Loyal Dog Pokémon,0.9,14.7,5,0,80,65,65,60,35,65,370,120,1059860,50,70,3840,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1
508,Stoutland,Moolandムーランド,normal,NA,Big-Hearted Pokémon,1.2,61,5,0,110,90,85,80,45,90,500,45,1059860,50,70,3840,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1
509,Purrloin,Choronekoチョロネコ,dark,NA,Devious Pokémon,0.4,10.1,5,0,50,37,41,66,50,37,281,255,1000000,50,70,5120,2,0.5,1,1,2,2,1,1,0.5,1,1,1,1,1,0,1,1,1
510,Liepard,Lepardasレパルダス,dark,NA,Cruel Pokémon,1.1,37.5,5,0,88,50,64,106,88,50,446,90,1000000,50,70,5120,2,0.5,1,1,2,2,1,1,0.5,1,1,1,1,1,0,1,1,1
511,Pansage,Yanappuヤナップ,grass,NA,Grass Monkey Pokémon,0.6,10.5,5,0,53,48,50,64,53,48,316,190,1000000,88.1,70,5120,2,1,1,0.5,1,1,2,2,1,0.5,0.5,2,1,2,1,1,1,0.5
512,Simisage,Yanakkieヤナッキー,grass,NA,Thorn Monkey Pokémon,1.1,30.5,5,0,98,63,75,101,98,63,498,75,1000000,88.1,70,5120,2,1,1,0.5,1,1,2,2,1,0.5,0.5,2,1,2,1,1,1,0.5
513,Pansear,Baoppuバオップ,fire,NA,High Temp Pokémon,0.6,11,5,0,53,48,50,64,53,48,316,190,1000000,88.1,70,5120,0.5,1,1,1,0.5,1,0.5,1,1,0.5,2,0.5,1,1,1,2,0.5,2
514,Simisear,Baokkieバオッキー,fire,NA,Ember Pokémon,1,28,5,0,98,63,75,101,98,63,498,75,1000000,88.1,70,5120,0.5,1,1,1,0.5,1,0.5,1,1,0.5,2,0.5,1,1,1,2,0.5,2
515,Panpour,Hiyappuヒヤップ,water,NA,Spray Pokémon,0.6,13.5,5,0,53,48,50,64,53,48,316,190,1000000,88.1,70,5120,1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5
516,Simipour,Hiyakkieヒヤッキー,water,NA,Geyser Pokémon,1,29,5,0,98,63,75,101,98,63,498,75,1000000,88.1,70,5120,1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5
517,Munna,Munnaムンナ,psychic,NA,Dream Eater Pokémon,0.6,23.3,5,0,25,45,76,24,67,55,292,190,800000,50,70,2560,2,2,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,1,1
518,Musharna,Musharnaムシャーナ,psychic,NA,Drowsing Pokémon,1.1,60.5,5,0,55,85,116,29,107,95,487,75,800000,50,70,2560,2,2,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,1,1
519,Pidove,Mamepatoマメパト,normal,flying,Tiny Pigeon Pokémon,0.3,2.1,5,0,55,50,50,43,36,30,264,255,1059860,50,70,3840,0.5,1,1,2,1,1,1,1,0,0.5,0,2,1,1,1,2,1,1
520,Tranquill,Hatobohハトーボー,normal,flying,Wild Pigeon Pokémon,0.6,15,5,0,77,62,62,65,50,42,358,120,1059860,50,70,3840,0.5,1,1,2,1,1,1,1,0,0.5,0,2,1,1,1,2,1,1
521,Unfezant,Kenhallowケンホロウ,normal,flying,Proud Pokémon,1.2,29,5,0,115,80,80,93,65,55,488,45,1059860,50,70,3840,0.5,1,1,2,1,1,1,1,0,0.5,0,2,1,1,1,2,1,1
522,Blitzle,Shimamaシママ,electric,NA,Electrified Pokémon,0.8,29.8,5,0,60,32,45,76,50,32,295,190,1000000,50,70,5120,1,1,1,0.5,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1
523,Zebstrika,Zebraikaゼブライカ,electric,NA,Thunderbolt Pokémon,1.6,79.5,5,0,100,63,75,116,80,63,497,75,1000000,50,70,5120,1,1,1,0.5,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1
524,Roggenrola,Dangoroダンゴロ,rock,NA,Mantle Pokémon,0.4,18,5,0,75,85,55,15,25,25,280,255,1059860,50,70,3840,1,1,1,1,1,2,0.5,0.5,1,2,2,1,0.5,0.5,1,1,2,2
525,Boldore,Gantleガントル,rock,NA,Ore Pokémon,0.9,102,5,0,105,105,70,20,50,40,390,120,1059860,50,70,3840,1,1,1,1,1,2,0.5,0.5,1,2,2,1,0.5,0.5,1,1,2,2
526,Gigalith,Gigaiathギガイアス,rock,NA,Compressed Pokémon,1.7,260,5,0,135,130,85,25,60,80,515,45,1059860,50,70,3840,1,1,1,1,1,2,0.5,0.5,1,2,2,1,0.5,0.5,1,1,2,2
527,Woobat,Koromoriコロモリ,psychic,flying,Bat Pokémon,0.4,2.1,5,0,45,43,65,72,55,43,323,190,1000000,50,70,3840,1,2,1,2,1,0.25,1,1,2,0.5,0,2,1,1,0.5,2,1,1
528,Swoobat,Kokoromoriココロモリ,psychic,flying,Courting Pokémon,0.9,10.5,5,0,57,55,67,114,77,55,425,45,1000000,50,70,3840,1,2,1,2,1,0.25,1,1,2,0.5,0,2,1,1,0.5,2,1,1
529,Drilbur,Mogurewモグリュー,ground,NA,Mole Pokémon,0.3,8.5,5,0,85,40,60,68,30,45,328,120,1000000,50,70,5120,1,1,1,0,1,1,1,1,1,2,1,2,1,0.5,1,0.5,1,2
530,Excadrill,Doryuzuドリュウズ,ground,steel,Subterrene Pokémon,0.7,40.4,5,0,135,60,110,88,50,65,508,60,1000000,50,70,5120,0.5,1,0.5,0,0.5,2,2,0.5,1,1,2,1,0.5,0,0.5,0.25,0.5,2
531,Audino,Tabunneタブンネ,normal,NA,Hearing Pokémon,1.1,31,5,0,60,126,103,50,80,126,545,255,800000,50,70,5120,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1
532,Timburr,Dokkorerドッコラー,fighting,NA,Muscular Pokémon,0.6,12.5,5,0,80,55,75,35,25,35,305,180,1059860,75.4,70,5120,0.5,0.5,1,1,2,1,1,2,1,1,1,1,1,1,2,0.5,1,1
533,Gurdurr,Dotekkotsuドテッコツ,fighting,NA,Muscular Pokémon,1.2,40,5,0,105,85,85,40,40,50,405,90,1059860,75.4,70,5120,0.5,0.5,1,1,2,1,1,2,1,1,1,1,1,1,2,0.5,1,1
534,Conkeldurr,Roubushinローブシン,fighting,NA,Muscular Pokémon,1.4,87,5,0,140,95,105,45,55,65,505,45,1059860,75.4,70,5120,0.5,0.5,1,1,2,1,1,2,1,1,1,1,1,1,2,0.5,1,1
535,Tympole,Otamaroオタマロ,water,NA,Tadpole Pokémon,0.5,4.5,5,0,50,40,50,64,50,40,294,255,1059860,50,70,5120,1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5
536,Palpitoad,Gamagaruガマガル,water,ground,Vibration Pokémon,0.8,17,5,0,65,55,75,69,65,55,384,120,1059860,50,70,5120,1,1,1,0,1,1,0.5,1,1,4,1,1,1,0.5,1,0.5,0.5,1
537,Seismitoad,Gamagerogeガマゲロゲ,water,ground,Vibration Pokémon,1.5,62,5,0,95,75,105,74,85,75,509,45,1059860,50,70,5120,1,1,1,0,1,1,0.5,1,1,4,1,1,1,0.5,1,0.5,0.5,1
538,Throh,Nagekiナゲキ,fighting,NA,Judo Pokémon,1.3,55.5,5,0,100,85,120,45,30,85,465,45,1000000,100,70,5120,0.5,0.5,1,1,2,1,1,2,1,1,1,1,1,1,2,0.5,1,1
539,Sawk,Dagekiダゲキ,fighting,NA,Karate Pokémon,1.4,51,5,0,125,75,75,85,30,75,465,45,1000000,100,70,5120,0.5,0.5,1,1,2,1,1,2,1,1,1,1,1,1,2,0.5,1,1
540,Sewaddle,Kurumiruクルミル,bug,grass,Sewing Pokémon,0.3,2.5,5,0,53,70,45,42,40,60,310,255,1059860,50,70,3840,2,1,1,0.5,1,0.5,4,4,1,0.25,0.25,2,1,2,1,2,1,0.5
541,Swadloon,Kurumayuクルマユ,bug,grass,Leaf-Wrapped Pokémon,0.5,7.3,5,0,63,90,55,42,50,80,380,120,1059860,50,70,3840,2,1,1,0.5,1,0.5,4,4,1,0.25,0.25,2,1,2,1,2,1,0.5
542,Leavanny,Hahakomoriハハコモリ,bug,grass,Nurturing Pokémon,1.2,20.5,5,0,103,80,75,92,70,80,500,45,1059860,50,70,3840,2,1,1,0.5,1,0.5,4,4,1,0.25,0.25,2,1,2,1,2,1,0.5
543,Venipede,Fushideフシデ,bug,poison,Centipede Pokémon,0.4,5.3,5,0,45,59,30,57,30,39,260,255,1059860,50,70,3840,0.5,1,1,1,0.5,0.25,2,2,1,0.25,1,1,1,0.5,2,2,1,1
544,Whirlipede,Wheegaホイーガ,bug,poison,Curlipede Pokémon,1.2,58.5,5,0,55,99,40,47,40,79,360,120,1059860,50,70,3840,0.5,1,1,1,0.5,0.25,2,2,1,0.25,1,1,1,0.5,2,2,1,1
545,Scolipede,Pendrorペンドラー,bug,poison,Megapede Pokémon,2.5,200.5,5,0,100,89,60,112,55,69,485,45,1059860,50,70,5120,0.5,1,1,1,0.5,0.25,2,2,1,0.25,1,1,1,0.5,2,2,1,1
546,Cottonee,Monmenモンメン,grass,fairy,Cotton Puff Pokémon,0.3,0.6,5,0,27,60,40,66,37,50,280,190,1000000,50,70,5120,1,0.5,0,0.5,1,0.5,2,2,1,0.5,0.5,2,1,4,1,1,2,0.5
547,Whimsicott,Elfuunエルフーン,grass,fairy,Windveiled Pokémon,0.7,6.6,5,0,67,85,60,116,77,75,480,75,1000000,50,70,5120,1,0.5,0,0.5,1,0.5,2,2,1,0.5,0.5,2,1,4,1,1,2,0.5
548,Petilil,Churineチュリネ,grass,NA,Bulb Pokémon,0.5,6.6,5,0,35,50,45,30,70,50,280,190,1000000,0,70,5120,2,1,1,0.5,1,1,2,2,1,0.5,0.5,2,1,2,1,1,1,0.5
549,Lilligant,Dredearドレディア,grass,NA,Flowering Pokémon,1.1,16.3,5,0,60,75,70,90,110,75,480,75,1000000,0,70,5120,2,1,1,0.5,1,1,2,2,1,0.5,0.5,2,1,2,1,1,1,0.5
550,Basculin,Bassraoバスラオ,water,NA,Hostile Pokémon,1,18,5,0,92,65,70,98,80,55,460,25,1000000,50,70,10240,1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5
551,Sandile,Megurocoメグロコ,ground,dark,Desert Croc Pokémon,0.7,15.2,5,0,72,35,50,65,35,35,292,180,1059860,50,70,5120,2,0.5,1,0,2,2,1,1,0.5,2,1,2,1,0.5,0,0.5,1,2
552,Krokorok,Waruvileワルビル,ground,dark,Desert Croc Pokémon,1,33.4,5,0,82,45,60,74,45,45,351,90,1059860,50,70,5120,2,0.5,1,0,2,2,1,1,0.5,2,1,2,1,0.5,0,0.5,1,2
553,Krookodile,Waruvialワルビアル,ground,dark,Intimidation Pokémon,1.5,96.3,5,0,117,80,95,92,65,70,519,45,1059860,50,70,5120,2,0.5,1,0,2,2,1,1,0.5,2,1,2,1,0.5,0,0.5,1,2
554,Darumaka,Darumakkaダルマッカ,fire,NA,Zen Charm Pokémon,0.6,37.5,5,0,90,45,70,50,15,45,315,120,1059860,50,70,5120,0.5,1,1,1,0.5,1,0.5,1,1,0.5,2,0.5,1,1,1,2,0.5,2
555,Darmanitan,Hihidarumaヒヒダルマ,fire,fire,Blazing Pokémon,1.3,92.9,5,0,30,105,105,55,140,105,540,60,1059860,50,70,5120,0.5,1,1,1,0.5,1,0.5,1,1,0.5,2,0.5,1,1,1,2,0.5,2
556,Maractus,Maracacchiマラカッチ,grass,NA,Cactus Pokémon,1,28,5,0,86,67,75,60,106,67,461,255,1000000,50,70,5120,2,1,1,0.5,1,1,2,2,1,0.5,0.5,2,1,2,1,1,1,0.5
557,Dwebble,Ishizumaiイシズマイ,bug,rock,Rock Inn Pokémon,0.3,14.5,5,0,65,85,50,55,35,35,325,190,1000000,50,70,5120,1,1,1,1,1,1,1,1,1,1,1,1,0.5,0.5,1,2,2,2
558,Crustle,Iwapalaceイワパレス,bug,rock,Stone Home Pokémon,1.4,200,5,0,105,125,70,45,65,75,485,75,1000000,50,70,5120,1,1,1,1,1,1,1,1,1,1,1,1,0.5,0.5,1,2,2,2
559,Scraggy,Zurugguズルッグ,dark,fighting,Shedding Pokémon,0.6,11.8,5,0,75,70,50,48,35,70,348,180,1000000,50,35,3840,1,0.25,1,1,4,2,1,2,0.5,1,1,1,1,1,0,0.5,1,1
560,Scrafty,Zuruzukinズルズキン,dark,fighting,Hoodlum Pokémon,1.1,30,5,0,90,115,65,58,45,115,488,90,1000000,50,70,3840,1,0.25,1,1,4,2,1,2,0.5,1,1,1,1,1,0,0.5,1,1
561,Sigilyph,Symbolerシンボラー,psychic,flying,Avianoid Pokémon,1.4,14,5,0,58,80,72,97,103,80,490,45,1000000,50,70,5120,1,2,1,2,1,0.25,1,1,2,0.5,0,2,1,1,0.5,2,1,1
562,Yamask,Desumasuデスマス,ghost,NA,Spirit Pokémon,0.5,1.5,5,0,30,85,38,30,55,65,303,190,1000000,50,70,6400,0.5,2,1,1,1,0,1,1,2,1,1,1,0,0.5,1,1,1,1
563,Cofagrigus,Desukarnデスカーン,ghost,NA,Coffin Pokémon,1.7,76.5,5,0,50,145,58,30,95,105,483,90,1000000,50,70,6400,0.5,2,1,1,1,0,1,1,2,1,1,1,0,0.5,1,1,1,1
564,Tirtouga,Protogaプロトーガ,water,rock,Prototurtle Pokémon,0.7,16.5,5,0,78,103,54,22,53,45,355,45,1000000,88.1,70,7680,1,1,1,2,1,2,0.25,0.5,1,4,2,0.5,0.5,0.5,1,1,1,1
565,Carracosta,Abagouraアバゴーラ,water,rock,Prototurtle Pokémon,1.2,81,5,0,108,133,74,32,83,65,495,45,1000000,88.1,70,7680,1,1,1,2,1,2,0.25,0.5,1,4,2,0.5,0.5,0.5,1,1,1,1
566,Archen,Archenアーケン,rock,flying,First Bird Pokémon,0.5,9.5,5,0,112,45,55,70,74,45,401,45,1000000,88.1,70,7680,0.5,1,1,2,1,1,0.5,0.5,1,1,0,2,0.5,0.5,1,2,2,2
567,Archeops,Archeosアーケオス,rock,flying,First Bird Pokémon,1.4,32,5,0,140,65,75,110,112,65,567,45,1000000,88.1,70,7680,0.5,1,1,2,1,1,0.5,0.5,1,1,0,2,0.5,0.5,1,2,2,2
568,Trubbish,Yabukuronヤブクロン,poison,NA,Trash Bag Pokémon,0.6,31,5,0,50,62,50,65,40,62,329,190,1000000,50,70,5120,0.5,1,1,1,0.5,0.5,1,1,1,0.5,2,1,1,0.5,2,1,1,1
569,Garbodor,Dustdasダストダス,poison,NA,Trash Heap Pokémon,1.9,107.3,5,0,95,82,80,75,60,82,474,60,1000000,50,70,5120,0.5,1,1,1,0.5,0.5,1,1,1,0.5,2,1,1,0.5,2,1,1,1
570,Zorua,Zoruaゾロア,dark,NA,Tricky Fox Pokémon,0.7,12.5,5,0,65,40,40,65,80,40,330,75,1059860,88.1,70,6400,2,0.5,1,1,2,2,1,1,0.5,1,1,1,1,1,0,1,1,1
571,Zoroark,Zoroarkゾロアーク,dark,NA,Illusion Fox Pokémon,1.6,81.1,5,0,105,60,60,105,120,60,510,45,1059860,88.1,70,5120,2,0.5,1,1,2,2,1,1,0.5,1,1,1,1,1,0,1,1,1
572,Minccino,Chillarmyチラーミィ,normal,NA,Chinchilla Pokémon,0.4,5.8,5,0,50,40,55,75,40,40,300,255,800000,24.6,70,3840,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1
573,Cinccino,Chillaccinoチラチーノ,normal,NA,Scarf Pokémon,0.5,7.5,5,0,95,60,75,115,65,60,470,60,800000,24.6,70,3840,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1
574,Gothita,Gothimuゴチム,psychic,NA,Fixation Pokémon,0.4,5.8,5,0,30,50,45,45,55,65,290,200,1059860,24.6,70,5120,2,2,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,1,1
575,Gothorita,Gothimiruゴチミル,psychic,NA,Manipulate Pokémon,0.7,18,5,0,45,70,60,55,75,85,390,100,1059860,24.6,70,5120,2,2,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,1,1
576,Gothitelle,Gothiruselleゴチルゼル,psychic,NA,Astral Body Pokémon,1.5,44,5,0,55,95,70,65,95,110,490,50,1059860,24.6,70,5120,2,2,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,1,1
577,Solosis,Uniranユニラン,psychic,NA,Cell Pokémon,0.3,1,5,0,30,40,45,20,105,50,290,200,1059860,50,70,5120,2,2,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,1,1
578,Duosion,Doublanダブラン,psychic,NA,Mitosis Pokémon,0.6,8,5,0,40,50,65,30,125,60,370,100,1059860,50,70,5120,2,2,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,1,1
579,Reuniclus,Lanculusランクルス,psychic,NA,Multiplying Pokémon,1,20.1,5,0,65,75,110,30,125,85,490,50,1059860,50,70,5120,2,2,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,1,1
580,Ducklett,Koaruhieコアルヒー,water,flying,Water Bird Pokémon,0.5,5.5,5,0,44,50,62,55,44,50,305,190,1000000,50,70,5120,0.5,1,1,4,1,0.5,0.5,1,1,1,0,1,1,1,1,2,0.5,0.5
581,Swanna,Swannaスワンナ,water,flying,White Bird Pokémon,1.3,24.2,5,0,87,63,75,98,87,63,473,45,1000000,50,70,5120,0.5,1,1,4,1,0.5,0.5,1,1,1,0,1,1,1,1,2,0.5,0.5
582,Vanillite,Vanipetiバニプッチ,ice,NA,Fresh Snow Pokémon,0.4,5.7,5,0,50,50,36,44,65,60,305,255,1250000,50,70,5120,1,1,1,1,1,2,2,1,1,1,1,0.5,1,1,1,2,2,1
583,Vanillish,Vanirichバニリッチ,ice,NA,Icy Snow Pokémon,1.1,41,5,0,65,65,51,59,80,75,395,120,1250000,50,70,5120,1,1,1,1,1,2,2,1,1,1,1,0.5,1,1,1,2,2,1
584,Vanilluxe,Baivanillaバイバニラ,ice,NA,Snowstorm Pokémon,1.3,57.5,5,0,95,85,71,79,110,95,535,45,1250000,50,70,5120,1,1,1,1,1,2,2,1,1,1,1,0.5,1,1,1,2,2,1
585,Deerling,Shikijikaシキジカ,normal,grass,Season Pokémon,0.6,19.5,5,0,60,50,60,75,40,50,335,190,1000000,50,70,5120,2,1,1,0.5,1,2,2,2,0,0.5,0.5,2,1,2,1,1,1,0.5
586,Sawsbuck,Mebukijikaメブキジカ,normal,grass,Season Pokémon,1.9,92.5,5,0,100,70,80,95,60,70,475,75,1000000,50,70,5120,2,1,1,0.5,1,2,2,2,0,0.5,0.5,2,1,2,1,1,1,0.5
587,Emolga,Emongaエモンガ,electric,flying,Sky Squirrel Pokémon,0.4,5,5,0,75,60,55,103,75,60,428,200,1000000,50,70,5120,0.5,1,1,1,1,0.5,1,0.5,1,0.5,0,2,1,1,1,2,0.5,1
